ID;LINEA;ACERO;TIPO_ACERO;SALIDA DEL PROVEEDOR;LLEGADA A FÁBRICA;ORIGEN;TRANSPORTE;PESO NETO;INICIO DESCARGA;FIN DESCARGA;ESPESOR;TEMPERATURA;FALLAS;TURNO;SUPERVISOR
704;Línea B;Acero;ACERO SAE 1108;05-03-2024 15:12;06-03-2024 0:43;Runciman, Santa Fe;TRANSPORTES LOPEZ SRL;21760;07-03-2024 3:50;07-03-2024 3:53;19.7;24.2;;N;Julieta Pérez
705;Línea A;Acero;ACERO SAE 1108;07-03-2024 8:30;07-03-2024 12:19;Hunter, Buenos Aires;MURIETTO SRL;29860;07-03-2024 22:27;07-03-2024 23:20;15;29.2;;N;Julieta Pérez
706;Línea A;Acero;ACERO SAE 1108;06-03-2024 11:30;06-03-2024 14:47;Hunter, Buenos Aires;TRANSPORTE PUTESCO;29260;07-03-2024 8:45;07-03-2024 9:21;17.1;30;;M;Melina Juárez
707;Línea B;Acero;ACERO SAE 1108;06-03-2024 14:25;06-03-2024 16:07;Runciman, Santa Fe;TRANSPORTE PUTESCO;19160;07-03-2024 19:32;07-03-2024 20:15;18.9;29;;T;Hugo Conte
708;Línea B;Acero;ACERO SAE 1108;06-03-2024 12:06;06-03-2024 12:55;Runciman, Santa Fe;TRANSPORTE CABRERA;24920;07-03-2024 16:51;07-03-2024 17:44;10.1;31;;T;Hugo Conte
709;Línea A;Acero;ACERO SAE 1108;06-03-2024 15:00;06-03-2024 19:15;Hunter, Buenos Aires;TRANSPORTE CABRERA;30340;07-03-2024 15:42;07-03-2024 16:45;17.7;28.7;;T;Hugo Conte
710;Línea A;Acero;ACERO SAE 1108;06-03-2024 11:48;06-03-2024 14:53;Hunter, Buenos Aires;TRANSPORTE GIORDANO;29800;07-03-2024 9:22;07-03-2024 10:02;17;31.8;;M;Melina Juárez
711;Línea B;Acero;ACERO SAE 1108;06-03-2024 13:00;06-03-2024 16:05;Runciman, Santa Fe;TRANSPORTE CABRERA;23480;07-03-2024 17:42;07-03-2024 18:45;19.9;30.4;;T;Hugo Conte
712;Línea A;Acero;ACERO SAE 1108;06-03-2024 14:35;06-03-2024 19:23;Hunter, Buenos Aires;TRANSPORTES RITONDO SRL;31240;07-03-2024 15:02;07-03-2024 15:41;16.9;27.8;;T;Hugo Conte
713;Línea A;Acero;ACERO SAE 1010;06-03-2024 18:40;07-03-2024 0:59;La Ramada, Córdoba;TRANSPORTE CABRERA;26000;07-03-2024 4:48;07-03-2024 5:26;15.1;18.2;;N;Hugo Conte
714;Línea A;Acero;ACERO SAE 1010;06-03-2024 19:30;07-03-2024 1:20;La Ramada, Córdoba;TRANSPORTE PUTESCO;13620;07-03-2024 5:22;07-03-2024 5:46;16.5;29;;N;Julieta Pérez
715;Línea A;Acero;ACERO SAE 1010;06-03-2024 20:15;07-03-2024 10:19;La Ramada, Córdoba;MURIETTO SRL;9280;07-03-2024 20:37;07-03-2024 21:30;17.5;31;;T;Hugo Conte
716;Línea A;Acero;ACERO SAE 1010;08-03-2024 16:20;09-03-2024 0:28;La Ramada, Córdoba;TRANSPORTE CABRERA;15920;10-03-2024 12:07;10-03-2024 12:52;11.1;26.8;;M;Melina Juárez
717;Línea B;Acero;ACERO SAE 1010;06-03-2024 15:15;07-03-2024 11:04;La Ramada, Córdoba;BUSTAMANTE E HIJOS S.A;18800;07-03-2024 21:02;07-03-2024 21:40;15.1;35.3;;T;Hugo Conte
718;Línea A;Acero;ACERO SAE 1010;06-03-2024 15:50;06-03-2024 23:20;La Ramada, Córdoba;LOGISTICA CASEDEI SRL;13600;07-03-2024 4:23;07-03-2024 4:47;17.8;19.5;;N;Julieta Pérez
719;Línea B;Acero;ACERO SAE 1010;06-03-2024 17:40;07-03-2024 12:56;La Ramada, Córdoba;BUSTAMANTE E HIJOS S.A;12260;07-03-2024 21:42;07-03-2024 22:50;15.5;28.2;;T;Hugo Conte
720;Línea A;Acero;ACERO SAE 1010;06-03-2024 8:35;06-03-2024 15:35;La Ramada, Córdoba;TRANSPORTE CABRERA;20160;06-03-2024 23:55;07-03-2024 0:39;18.1;29.3;;N;Julieta Pérez
721;Línea A;Acero;ACERO SAE 1010;06-03-2024 13:43;06-03-2024 22:15;La Ramada, Córdoba;HERNANDEZ COMPANY;14660;07-03-2024 3:22;07-03-2024 3:59;17.5;20.2;;N;Julieta Pérez
722;Línea A;Acero;ACERO SAE 1010;06-03-2024 13:55;06-03-2024 21:01;La Ramada, Córdoba;TRANSPORTE GIORDANO;21160;06-03-2024 22:50;06-03-2024 23:29;15.1;22.3;;N;Julieta Pérez
723;Línea A;Acero;ACERO SAE 1010;06-03-2024 14:55;06-03-2024 23:18;La Ramada, Córdoba;TRANSPORTES RITONDO SRL;15300;07-03-2024 3:56;07-03-2024 4:27;19;18.7;;N;Julieta Pérez
724;Línea A;Acero;ACERO SAE 1010;06-03-2024 17:20;07-03-2024 10:00;La Ramada, Córdoba;TRANSPORTE CABRERA;15720;07-03-2024 20:00;07-03-2024 20:26;15.1;18.2;;N;Julieta Pérez
725;Línea A;Acero;ACERO SAE 1010;08-03-2024 11:30;09-03-2024 0:30;Mula Muerta, Córdoba;BUSTAMANTE E HIJOS S.A;15460;10-03-2024 10:17;10-03-2024 11:17;14.6;33.8;Material en mal estado;M;Melina Juárez
726;Línea A;Acero;ACERO SAE 1010;08-03-2024 14:45;09-03-2024 22:50;Mula Muerta, Córdoba;HERNANDEZ COMPANY;16620;10-03-2024 11:15;10-03-2024 12:10;14.1;30.4;Material en mal estado;M;Melina Juárez
727;Línea A;Acero;ACERO SAE 1108;07-03-2024 18:30;07-03-2024 22:08;Ines Indart, Buenos Aires;LOGISTICA CASEDEI SRL;28200;08-03-2024 15:06;08-03-2024 16:20;11.1;28.6;;T;Hugo Conte
728;Línea A;Acero;ACERO SAE 1108;07-03-2024 8:30;08-03-2024 0:25;Hunter, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;28340;08-03-2024 0:33;08-03-2024 0:38;16.6;29.4;;N;Julieta Pérez
729;Línea A;Acero;ACERO SAE 1108;07-03-2024 17:30;07-03-2024 23:10;Ines Indart, Buenos Aires;BUSTAMANTE E HIJOS S.A;27040;08-03-2024 12:39;08-03-2024 13:30;11.1;23.3;;M;Melina Juárez
730;Línea A;Acero;ACERO SAE 1108;07-03-2024 16:35;07-03-2024 20:00;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;24020;08-03-2024 9:15;08-03-2024 10:57;11.4;28.2;Material con desgaste;M;Melina Juárez
731;Línea A;Acero;ACERO SAE 1108;07-03-2024 10:15;07-03-2024 14:00;Hunter, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;28560;08-03-2024 18:42;08-03-2024 19:45;17.5;30.4;;T;Hugo Conte
732;Línea A;Acero;ACERO SAE 1108;07-03-2024 12:55;07-03-2024 16:50;Hunter, Buenos Aires;HERNANDEZ COMPANY;27740;09-03-2024 2:06;09-03-2024 2:52;17.1;33.3;;N;Julieta Pérez
733;Línea A;Acero;ACERO SAE 1108;07-03-2024 19:00;07-03-2024 23:55;Ines Indart, Buenos Aires;TRANSPORTE PUTESCO;28080;08-03-2024 16:17;08-03-2024 17:35;11.1;23;;T;Hugo Conte
734;Línea A;Acero;ACERO SAE 1108;07-03-2024 11:35;07-03-2024 16:22;Hunter, Buenos Aires;HERNANDEZ COMPANY;30260;08-03-2024 23:59;09-03-2024 0:54;17.4;32.1;;N;Julieta Pérez
735;Línea A;Acero;ACERO SAE 1108;07-03-2024 10:05;07-03-2024 14:46;Hunter, Buenos Aires;TRANSPORTE CABRERA;30960;08-03-2024 3:52;08-03-2024 4:29;15.5;33.5;;N;Julieta Pérez
736;Línea A;Acero;ACERO SAE 1108;07-03-2024 16:10;07-03-2024 19:26;Ines Indart, Buenos Aires;TRANSPORTE PUTESCO;20100;08-03-2024 8:17;08-03-2024 9:15;14;29;;M;Melina Juárez
737;Línea A;Acero;ACERO SAE 1108;07-03-2024 9:40;07-03-2024 14:38;Hunter, Buenos Aires;TRANSPORTE CABRERA;28760;08-03-2024 1:47;08-03-2024 2:56;16;32.9;;N;Julieta Pérez
738;Línea A;Acero;ACERO SAE 1108;07-03-2024 14:20;07-03-2024 18:58;Hunter, Buenos Aires;LOGISTICA CASEDEI SRL;24000;09-03-2024 2:48;09-03-2024 3:27;16.1;32;;N;Julieta Pérez
739;Línea A;Acero;ACERO SAE 1108;07-03-2024 11:21;07-03-2024 16:12;Hunter, Buenos Aires;TRANSPORTE CABRERA;32580;08-03-2024 21:26;08-03-2024 22:14;17.5;32.5;;T;Hugo Conte
740;Línea A;Acero;ACERO SAE 1108;07-03-2024 17:00;07-03-2024 22:07;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;25540;08-03-2024 10:56;08-03-2024 12:40;11;28.7;Material con desgaste;M;Melina Juárez
741;Línea A;Acero;ACERO SAE 1108;07-03-2024 17:50;07-03-2024 21:43;Ines Indart, Buenos Aires;HERNANDEZ COMPANY;24000;08-03-2024 13:28;08-03-2024 15:10;11.5;29;;M;Melina Juárez
742;Línea A;Acero;ACERO SAE 1108;07-03-2024 12:30;07-03-2024 15:59;Hunter, Buenos Aires;MURIETTO SRL;38300;09-03-2024 0:49;09-03-2024 2:09;17.9;33.5;;N;Julieta Pérez
743;Línea A;Acero;ACERO SAE 1108;07-03-2024 9:27;07-03-2024 14:05;Hunter, Buenos Aires;BUSTAMANTE E HIJOS S.A;31180;08-03-2024 1:03;08-03-2024 1:52;15;35.2;;N;Julieta Pérez
744;Línea B;Acero;ACERO SAE 1055;06-03-2024 20:20;06-03-2024 23:35;Christophersen, Santa Fe;BUSTAMANTE E HIJOS S.A;24140;07-03-2024 12:08;07-03-2024 12:55;11;19.4;;M;Melina Juárez
745;Línea A;Acero;ACERO SAE 1108;07-03-2024 11:00;07-03-2024 15:53;Hunter, Buenos Aires;BUSTAMANTE E HIJOS S.A;31500;08-03-2024 20:39;08-03-2024 21:33;17;32.2;;T;Hugo Conte
746;Línea A;Acero;ACERO SAE 1108;07-03-2024 11:35;07-03-2024 16:13;Hunter, Buenos Aires;TRANSPORTE CABRERA;31540;08-03-2024 23:10;09-03-2024 0:05;17.1;32.3;;N;Julieta Pérez
747;Línea A;Acero;ACERO SAE 1108;07-03-2024 8:51;07-03-2024 13:08;Hunter, Buenos Aires;TRANSPORTES RITONDO SRL;30520;08-03-2024 0:19;08-03-2024 1:07;16.4;31;;N;Julieta Pérez
748;Línea B;Acero;ACERO SAE 1055;06-03-2024 19:10;06-03-2024 21:20;Christophersen, Santa Fe;TRANSPORTE CABRERA;27180;07-03-2024 11:26;07-03-2024 12:14;11;21.5;Material en mal estado;M;Melina Juárez
749;Línea B;Acero;ACERO SAE 1055;06-03-2024 22:00;07-03-2024 9:20;Christophersen, Santa Fe;TRANSPORTE CABRERA;25020;07-03-2024 12:49;07-03-2024 13:25;11.1;27;Material en mal estado;M;Melina Juárez
750;Línea B;Acero;ACERO SAE 1055;06-03-2024 17:50;06-03-2024 19:50;Christophersen, Santa Fe;LOGISTICA CASEDEI SRL;24000;07-03-2024 10:35;07-03-2024 11:28;11.1;25.2;Material en mal estado;M;Melina Juárez
751;Línea B;Acero;ACERO SAE 1055;07-03-2024 8:30;07-03-2024 10:32;Christophersen, Santa Fe;TRANSPORTE PUTESCO;23700;07-03-2024 13:27;07-03-2024 14:55;11.1;25.2;;M;Melina Juárez
752;Línea B;Acero;ACERO SAE 1055;07-03-2024 10:39;07-03-2024 13:26;Christophersen, Santa Fe;TRANSPORTES RITONDO SRL;24160;07-03-2024 14:54;07-03-2024 15:34;11.1;25;;T;Hugo Conte
753;Línea B;Acero;ACERO SAE 1055;07-03-2024 12:15;07-03-2024 14:17;Christophersen, Santa Fe;TRANSPORTE CABRERA;23760;07-03-2024 15:33;07-03-2024 16:15;11.1;31.8;;T;Hugo Conte
754;Línea A;Acero;ACERO SAE 1055;07-03-2024 13:30;07-03-2024 15:31;Christophersen, Santa Fe;LOGISTICA CASEDEI SRL;25100;08-03-2024 4:59;08-03-2024 5:43;11.1;32.2;;N;Julieta Pérez
755;Línea A;Acero;ACERO SAE 1010;09-03-2024 16:00;09-03-2024 22:57;Mula Muerta, Córdoba;MURIETTO SRL;7220;10-03-2024 16:57;10-03-2024 17:46;14.1;24;;T;Hugo Conte
756;Línea A;Acero;ACERO SAE 1010;08-03-2024 18:20;09-03-2024 11:51;Mula Muerta, Córdoba;TRANSPORTE CABRERA;12780;10-03-2024 12:50;10-03-2024 13:30;14;37.8;Material en mal estado;M;Melina Juárez
757;Línea A;Acero;ACERO SAE 1055;07-03-2024 15:40;08-03-2024 7:00;Christophersen, Santa Fe;LOGISTICA CASEDEI SRL;3360;08-03-2024 7:37;08-03-2024 7:58;10.4;23.1;;M;Melina Juárez
758;Línea A;Acero;ACERO SAE 1055;07-03-2024 14:30;07-03-2024 17:00;Christophersen, Santa Fe;HERNANDEZ COMPANY;27200;08-03-2024 5:39;08-03-2024 7:08;10;32.1;;N;Julieta Pérez
759;Línea A;Acero;ACERO SAE 1010;09-03-2024 15:25;09-03-2024 23:30;Mula Muerta, Córdoba;LOGISTICA CASEDEI SRL;14780;10-03-2024 13:33;10-03-2024 13:59;11.9;24.3;;M;Melina Juárez
760;Línea A;Acero;ACERO SAE 1055;07-03-2024 15:25;08-03-2024 5:35;Christophersen, Santa Fe;BUSTAMANTE E HIJOS S.A;23300;08-03-2024 7:07;08-03-2024 7:38;10.1;29.1;;M;Melina Juárez
761;Línea B;Acero;ACERO SAE 1108;07-03-2024 20:10;07-03-2024 23:31;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;26560;08-03-2024 12:34;08-03-2024 13:34;11.7;22.1;;M;Melina Juárez
762;Línea B;Acero;ACERO SAE 1108;07-03-2024 22:15;08-03-2024 1:20;Ines Indart, Buenos Aires;HERNANDEZ COMPANY;24360;08-03-2024 15:11;08-03-2024 16:40;11.9;22;;T;Hugo Conte
763;Línea B;Acero;ACERO SAE 1108;08-03-2024 10:00;08-03-2024 13:33;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;24020;09-03-2024 3:27;09-03-2024 5:08;10.9;31.3;;N;Julieta Pérez
764;Línea A;Acero;ACERO SAE 1108;08-03-2024 11:30;08-03-2024 16:22;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;29100;09-03-2024 9:27;09-03-2024 10:01;18.1;31.8;;M;Melina Juárez
765;Línea A;Acero;ACERO SAE 1108;08-03-2024 10:44;08-03-2024 14:58;Ines Indart, Buenos Aires;HERNANDEZ COMPANY;24760;09-03-2024 7:59;09-03-2024 9:29;18.1;31.9;;M;Melina Juárez
766;Línea A;Acero;ACERO SAE 1108;08-03-2024 10:35;08-03-2024 15:16;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;23900;09-03-2024 4:51;09-03-2024 6:00;19.8;31.5;Falla en camión;N;Julieta Pérez
767;Línea A;Acero;ACERO SAE 1108;08-03-2024 13:15;08-03-2024 16:17;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;28400;09-03-2024 14:43;09-03-2024 15:40;19.5;31.2;;T;Hugo Conte
768;Línea B;Acero;ACERO SAE 1108;08-03-2024 11:20;08-03-2024 15:55;Ines Indart, Buenos Aires;BUSTAMANTE E HIJOS S.A;25100;09-03-2024 5:04;09-03-2024 5:45;18.5;27;Falla en camión;N;Julieta Pérez
769;Línea B;Acero;ACERO SAE 1108;08-03-2024 9:36;08-03-2024 13:30;Ines Indart, Buenos Aires;LOGISTICA CASEDEI SRL;24520;09-03-2024 0:55;09-03-2024 1:31;11.6;31.7;;N;Julieta Pérez
770;Línea A;Acero;ACERO SAE 1108;08-03-2024 14:00;08-03-2024 19:59;Ines Indart, Buenos Aires;MURIETTO SRL;31120;09-03-2024 18:18;09-03-2024 20:01;19.1;26.8;;T;Hugo Conte
771;Línea B;Acero;ACERO SAE 1108;08-03-2024 9:15;08-03-2024 12:19;Ines Indart, Buenos Aires;TRANSPORTE GIORDANO;24480;08-03-2024 17:02;08-03-2024 18:20;11.5;27.5;;T;Hugo Conte
772;Línea A;Acero;ACERO SAE 1108;08-03-2024 16:00;08-03-2024 18:00;Ines Indart, Buenos Aires;LOGISTICA CASEDEI SRL;26660;09-03-2024 19:59;09-03-2024 21:36;18.9;30;;T;Hugo Conte
773;Línea B;Acero;ACERO SAE 1108;08-03-2024 9:36;08-03-2024 13:25;Ines Indart, Buenos Aires;TRANSPORTE PUTESCO;23220;08-03-2024 22:44;08-03-2024 23:58;10.1;30.1;;N;Julieta Pérez
774;Línea A;Acero;ACERO SAE 1108;08-03-2024 13:45;08-03-2024 17:16;Ines Indart, Buenos Aires;TRANSPORTE CABRERA;27120;09-03-2024 16:37;09-03-2024 18:20;19;31;;T;Hugo Conte
775;Línea A;Acero;ACERO SAE 1108;08-03-2024 12:30;08-03-2024 15:28;Ines Indart, Buenos Aires;TRANSPORTE PUTESCO;27440;09-03-2024 11:59;09-03-2024 12:46;19.6;29.8;;M;Melina Juárez
776;Línea B;Acero;ACERO SAE 1108;08-03-2024 9:26;08-03-2024 13:20;Ines Indart, Buenos Aires;HERNANDEZ COMPANY;22180;08-03-2024 20:19;08-03-2024 20:47;11.7;25.4;;T;Hugo Conte
777;Línea B;Acero;ACERO SAE 1108;07-03-2024 20:45;08-03-2024 0:45;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;24460;08-03-2024 13:34;08-03-2024 15:15;11;22.3;;M;Melina Juárez
778;Línea A;Acero;ACERO SAE 1108;08-03-2024 10:15;08-03-2024 14:22;Ines Indart, Buenos Aires;BUSTAMANTE E HIJOS S.A;24000;09-03-2024 3:44;09-03-2024 4:55;11.1;30.2;;N;Julieta Pérez
779;Línea B;Acero;ACERO SAE 1016;08-03-2024 10:00;08-03-2024 16:44;Tilisarao, San Luis;TRANSPORTES LOPEZ SRL;22120;09-03-2024 20:46;09-03-2024 21:33;16.8;31.5;;T;Hugo Conte
780;Línea B;Acero;ACERO SAE 1016;08-03-2024 11:45;08-03-2024 22:36;Tilisarao, San Luis;TRANSPORTE CABRERA;20180;09-03-2024 22:48;09-03-2024 23:31;17.6;21.8;;N;Julieta Pérez
781;Línea B;Acero;ACERO SAE 1016;08-03-2024 10:45;08-03-2024 19:47;Tilisarao, San Luis;BUSTAMANTE E HIJOS S.A;21400;09-03-2024 21:29;09-03-2024 22:51;17.1;26.7;;T;Hugo Conte
782;Línea B;Acero;ACERO SAE 1016;08-03-2024 17:00;09-03-2024 0:52;Tilisarao, San Luis;TRANSPORTE PUTESCO;32520;10-03-2024 5:29;10-03-2024 6:27;15.9;26.5;;N;Julieta Pérez
783;Línea B;Acero;ACERO SAE 1016;08-03-2024 15:15;08-03-2024 22:32;Tilisarao, San Luis;MURIETTO SRL;28760;10-03-2024 3:43;10-03-2024 4:48;17.1;20.9;;N;Julieta Pérez
784;Línea B;Acero;ACERO SAE 1016;08-03-2024 15:00;09-03-2024 19:55;Tilisarao, San Luis;TRANSPORTE CABRERA;20220;09-03-2024 23:27;10-03-2024 0:46;16;27.7;;N;Julieta Pérez
785;Línea B;Acero;ACERO SAE 1016;08-03-2024 16:00;09-03-2024 20:00;Tilisarao, San Luis;TRANSPORTE CABRERA;23500;10-03-2024 4:45;10-03-2024 5:31;16.5;26.6;;N;Julieta Pérez
786;Línea B;Acero;ACERO SAE 1040;07-03-2024 17:13;08-03-2024 0:49;Zentena, Buenos Aires;TRANSPORTE CABRERA;24120;08-03-2024 6:39;08-03-2024 7:50;11.9;23.7;;M;Melina Juárez
787;Línea B;Acero;ACERO SAE 1040;07-03-2024 12:03;07-03-2024 19:58;Zentena, Buenos Aires;HERNANDEZ COMPANY;27100;08-03-2024 1:46;08-03-2024 3:12;14.1;27.6;;N;Julieta Pérez
788;Línea B;Acero;ACERO SAE 1040;07-03-2024 18:30;08-03-2024 7:18;Zentena, Buenos Aires;TRANSPORTE CABRERA;22540;08-03-2024 10:21;08-03-2024 11:25;14;24.5;;M;Melina Juárez
789;Línea B;Acero;ACERO SAE 1040;07-03-2024 15:10;07-03-2024 23:18;Zentena, Buenos Aires;MURIETTO SRL;24000;08-03-2024 4:05;08-03-2024 5:00;11.9;23.5;;N;Julieta Pérez
790;Línea B;Acero;ACERO SAE 1040;07-03-2024 14:15;07-03-2024 23:00;Zentena, Buenos Aires;BUSTAMANTE E HIJOS S.A;20020;08-03-2024 3:10;08-03-2024 4:07;11.5;23.6;;N;Julieta Pérez
791;Línea B;Acero;ACERO SAE 1040;07-03-2024 10:00;07-03-2024 17:56;Zentena, Buenos Aires;MURIETTO SRL;20040;07-03-2024 23:40;08-03-2024 0:37;16.4;29.2;;N;Julieta Pérez
792;Línea B;Acero;ACERO SAE 1040;07-03-2024 17:13;08-03-2024 1:23;Zentena, Buenos Aires;TRANSPORTE CABRERA;22920;08-03-2024 7:54;08-03-2024 8:54;11;27.7;;M;Melina Juárez
793;Línea B;Acero;ACERO SAE 1040;07-03-2024 17:30;08-03-2024 3:06;Zentena, Buenos Aires;HERNANDEZ COMPANY;29260;08-03-2024 8:51;08-03-2024 10:20;11.4;21.1;;M;Melina Juárez
794;Línea B;Acero;ACERO SAE 1040;07-03-2024 10:30;07-03-2024 22:30;Zentena, Buenos Aires;BUSTAMANTE E HIJOS S.A;20960;08-03-2024 0:35;08-03-2024 1:48;16.1;29.4;;N;Julieta Pérez
795;Línea B;Acero;ACERO SAE 1040;08-03-2024 12:21;09-03-2024 5:32;Zentena, Buenos Aires;TRANSPORTE CABRERA;15720;09-03-2024 11:29;09-03-2024 11:31;14.1;26.1;;M;Melina Juárez
796;Línea A;Acero;ACERO SAE 1108;08-03-2024 16:00;08-03-2024 19:00;Ines Indart, Buenos Aires;LOGISTICA CASEDEI SRL;26880;09-03-2024 21:33;09-03-2024 22:22;19.5;27.1;;T;Hugo Conte
797;Línea A;Acero;ACERO SAE 1108;08-03-2024 16:00;08-03-2024 21:05;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;30660;10-03-2024 1:37;10-03-2024 2:41;18.9;25.6;;N;Julieta Pérez
798;Línea A;Acero;ACERO SAE 1108;08-03-2024 16:15;08-03-2024 20:13;Ines Indart, Buenos Aires;TRANSPORTES RITONDO SRL;27220;10-03-2024 0:18;10-03-2024 1:11;19;26.5;;N;Julieta Pérez
799;Línea A;Acero;ACERO SAE 1108;08-03-2024 19:00;08-03-2024 23:19;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;27280;10-03-2024 7:13;10-03-2024 8:31;19.7;24.4;;M;Melina Juárez
800;Línea A;Acero;ACERO SAE 1108;08-03-2024 19:20;09-03-2024 0:30;Ines Indart, Buenos Aires;LOGISTICA CASEDEI SRL;24880;10-03-2024 8:26;10-03-2024 9:40;19.6;26.7;;M;Melina Juárez
801;Línea B;Acero;ACERO SAE 1010;10-03-2024 10:06;12-03-2024 0:46;Mula Muerta, Córdoba;BUSTAMANTE E HIJOS S.A;21720;12-03-2024 0:55;12-03-2024 1:38;18.9;24.4;;N;Julieta Pérez
802;Línea A;Acero;ACERO SAE 1108;08-03-2024 18:30;08-03-2024 22:38;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;24340;10-03-2024 5:26;10-03-2024 6:30;19.1;20.9;;N;Julieta Pérez
803;Línea B;Acero;ACERO SAE 1010;10-03-2024 9:21;12-03-2024 1:26;Mula Muerta, Córdoba;TRANSPORTE CABRERA;22440;13-03-2024 0:18;13-03-2024 0:35;18.1;21.7;;N;Julieta Pérez
804;Línea A;Acero;ACERO SAE 1108;08-03-2024 18:00;08-03-2024 22:04;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;27600;10-03-2024 4:21;10-03-2024 5:30;19.1;20.9;;N;Julieta Pérez
805;Línea A;Acero;ACERO SAE 1108;08-03-2024 17:00;08-03-2024 20:13;Ines Indart, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;28880;10-03-2024 3:08;10-03-2024 4:25;19.6;21.6;;N;Julieta Pérez
806;Línea B;Acero;ACERO SAE 1010;09-03-2024 21:30;10-03-2024 19:15;Jesus María, Córdoba;TRANSPORTE PUTESCO;15880;11-03-2024 23:21;12-03-2024 0:20;17.7;23.5;;N;Julieta Pérez
807;Línea B;Acero;ACERO SAE 1010;10-03-2024 10:42;11-03-2024 12:57;La Ramada, Córdoba;LOGISTICA CASEDEI SRL;24000;12-03-2024 1:36;12-03-2024 1:59;18.5;23;;N;Julieta Pérez
808;Línea B;Acero;ACERO SAE 1018;09-03-2024 12:20;10-03-2024 0:31;Tamangueyú, Buenos Aires;BUSTAMANTE E HIJOS S.A;24080;10-03-2024 11:32;10-03-2024 12:05;11.7;28.4;;M;Melina Juárez
809;Línea B;Acero;ACERO SAE 1018;09-03-2024 10:30;10-03-2024 1:20;Tamangueyú, Buenos Aires;HERNANDEZ COMPANY;21240;10-03-2024 9:46;10-03-2024 10:35;11.1;22.4;;M;Melina Juárez
810;Línea B;Acero;ACERO SAE 1018;08-03-2024 10:40;09-03-2024 8:46;Tamangueyú, Buenos Aires;TRANSPORTES RITONDO SRL;29340;09-03-2024 9:40;09-03-2024 10:40;11;28.1;;M;Melina Juárez
811;Línea B;Acero;ACERO SAE 1018;09-03-2024 12:30;09-03-2024 23:16;Tamangueyú, Buenos Aires;LOGISTICA CASEDEI SRL;24000;10-03-2024 12:07;10-03-2024 12:38;11.6;22.4;;M;Melina Juárez
812;Línea B;Acero;ACERO SAE 1018;09-03-2024 7:45;09-03-2024 17:35;Tamangueyú, Buenos Aires;TRANSPORTE GIORDANO;21100;09-03-2024 19:49;09-03-2024 20:30;11.5;32.2;;T;Hugo Conte
813;Línea B;Acero;ACERO SAE 1018;08-03-2024 18:00;09-03-2024 10:49;Tamangueyú, Buenos Aires;MURIETTO SRL;20460;09-03-2024 15:32;09-03-2024 16:17;11.4;20.7;;T;Hugo Conte
814;Línea B;Acero;ACERO SAE 1018;09-03-2024 15:00;10-03-2024 4:06;Tamangueyú, Buenos Aires;LOGISTICA INTEGRAL SUAREZ;24360;10-03-2024 7:22;10-03-2024 8:08;11.4;20.1;;M;Melina Juárez
815;Línea B;Acero;ACERO SAE 1018;09-03-2024 9:30;09-03-2024 21:17;Tamangueyú, Buenos Aires;TRANSPORTES LOPEZ SRL;28780;10-03-2024 8:39;10-03-2024 9:48;11.1;28.5;;M;Melina Juárez
816;Línea B;Acero;ACERO SAE 1018;08-03-2024 21:00;09-03-2024 13:53;Tamangueyú, Buenos Aires;LOGISTICA CASEDEI SRL;21060;09-03-2024 17:49;09-03-2024 18:45;11;31.9;;T;Hugo Conte
817;Línea A;Acero;ACERO SAE 1016;09-03-2024 17:45;10-03-2024 10:44;Tilisarao, San Luis;TRANSPORTE CABRERA;23100;11-03-2024 4:10;11-03-2024 4:49;11.1;24;;N;Julieta Pérez
818;Línea B;Acero;ACERO SAE 1018;08-03-2024 13:00;09-03-2024 0:30;Tamangueyú, Buenos Aires;TRANSPORTE PUTESCO;20620;09-03-2024 12:55;09-03-2024 13:35;14;28.8;;M;Melina Juárez
819;Línea A;Acero;ACERO SAE 1016;09-03-2024 18:50;11-03-2024 4:16;Tilisarao, San Luis;BUSTAMANTE E HIJOS S.A;23100;11-03-2024 4:50;11-03-2024 5:29;11.9;26;;N;Julieta Pérez
820;Línea B;Acero;ACERO SAE 1018;08-03-2024 18:00;09-03-2024 10:49;Tamangueyú, Buenos Aires;TRANSPORTE CABRERA;22340;09-03-2024 15:32;09-03-2024 15:57;14;34.5;;T;Hugo Conte
